user_id,is_fake,login_time,session_duration,ip_address,device
user_4,1,2025-04-22 15:15:46.387856,59.08,132.68.124.249,iOS
user_4,1,2025-05-12 07:41:56.351240,122.43,166.3.132.203,MacOS
user_4,1,2025-01-18 15:27:36.534096,264.4,79.183.35.44,MacOS
user_4,1,2025-03-08 21:06:38.820053,107.23,,MacOS
user_4,1,,36.11,219.131.23.115,Windows
user_4,1,2025-04-19 01:14:23.332846,64.74,200.238.248.100,Android
user_4,1,2025-07-08 15:08:20.813953,32.22,208.48.41.215,MacOS
user_4,1,2025-04-10 00:18:14.716354,277.73,113.49.187.86,MacOS
user_5,1,2025-07-13 01:48:24.263903,263.14,64.176.226.115,iOS
user_5,1,2025-07-12 22:38:26.866535,260.96,130.207.182.221,MacOS
user_5,1,2025-07-04 23:58:25.232804,85.51,142.231.212.60,Windows
user_5,1,2025-06-29 13:40:19.778697,240.41,195.250.27.177,iOS
user_5,1,2025-07-05 14:37:45.765734,247.53,212.71.45.51,Android
user_5,1,2025-07-02 16:47:39.777973,62.55,178.193.134.142,Android
user_5,1,2025-07-08 23:22:12.270680,258.83,,iOS
user_5,1,2025-07-04 16:53:08.707986,130.46,184.156.149.26,iOS
user_5,1,2025-07-07 14:57:44.536572,72.19,212.76.232.32,Android
user_5,1,2025-07-07 02:06:39.726925,88.76,220.52.107.233,MacOS
user_5,1,2025-07-02 21:03:49.773910,297.13,34.57.198.241,Android
user_5,1,2025-07-09 21:59:42.033826,242.69,147.54.46.45,Android
user_5,1,2025-07-12 11:49:41.804969,268.92,93.205.204.62,iOS
user_5,1,2025-07-07 18:57:52.993876,133.75,198.239.31.158,MacOS
user_5,1,2025-07-12 16:17:46.749399,244.8,198.179.133.247,Windows
user_5,1,2025-07-05 15:29:56.104774,129.38,138.6.159.199,Android
user_5,1,2025-07-07 23:28:11.250343,135.83,223.139.103.230,iOS
user_5,1,2025-06-29 03:18:22.777193,285.52,187.228.231.65,Android
user_5,1,2025-07-11 06:56:07.260472,120.74,135.144.181.48,Windows
user_5,1,2025-07-12 02:08:42.756344,149.5,166.3.183.105,Android
user_5,1,2025-07-09 07:21:55.331856,122.09,204.193.255.33,Windows
user_5,1,2025-06-24 12:32:42.556830,96.01,72.169.250.62,Android
user_5,1,2025-06-27 22:14:02.419824,272.73,1.6.218.75,Windows
user_5,1,2025-06-28 11:12:11.789719,76.97,1.226.235.155,Windows
user_5,1,,117.44,197.98.25.29,Android
user_5,1,2025-07-14 13:29:23.918315,250.76,210.140.129.178,Android
user_5,1,2025-07-02 10:31:35.599773,215.74,165.135.130.239,iOS
user_5,1,2025-07-01 03:46:49.732202,257.34,,Android
user_5,1,2025-07-10 06:10:55.654353,218.39,169.198.216.97,MacOS
user_5,1,2025-06-30 13:38:03.864172,180.28,198.121.167.100,iOS
user_5,1,2025-06-27 09:18:35.426854,163.01,34.95.43.221,MacOS
user_5,1,2025-07-01 12:22:13.010693,145.52,204.135.82.210,Android
user_5,1,2025-06-29 22:41:02.240156,269.3,15.66.205.95,MacOS
user_5,1,2025-07-14 11:27:39.220672,206.46,190.35.150.51,iOS
user_5,1,2025-07-02 01:02:52.264480,143.03,212.182.239.60,Windows
user_5,1,2025-07-13 20:02:27.866496,199.45,110.21.96.180,iOS
user_5,1,2025-07-04 06:46:12.880433,266.3,204.60.199.125,iOS
user_5,1,2025-07-13 12:53:55.775695,283.28,191.19.198.34,MacOS
user_6,1,2025-05-04 20:10:42.207001,120.92,166.8.87.228,Android
user_6,1,2025-06-08 21:21:54.427278,192.16,36.191.154.244,iOS
user_6,1,2025-06-17 02:28:57.552471,264.38,157.6.154.29,Windows
user_6,1,2025-02-20 11:09:58.953577,161.59,154.118.46.21,iOS
user_6,1,2025-06-16 00:02:57.463115,31.5,149.210.130.19,MacOS
user_6,1,2025-03-22 02:17:39.710026,243.78,198.80.56.36,iOS
user_6,1,2025-04-13 11:20:23.632758,299.89,150.191.15.100,Windows
user_6,1,2025-06-15 00:53:50.942206,40.79,213.25.75.134,Android
user_6,1,,62.93,32.246.42.131,iOS
user_6,1,2025-07-11 14:27:08.789036,280.6,100.171.40.114,iOS
user_6,1,2025-03-13 02:42:23.392329,116.31,155.6.92.158,Windows
user_6,1,2025-04-12 22:27:34.637305,264.82,55.48.138.221,MacOS
user_6,1,2025-02-20 06:19:49.568300,,201.61.242.5,Windows
user_6,1,2025-07-04 14:15:33.187311,80.56,86.229.133.121,MacOS
user_6,1,2025-07-07 21:19:43.692597,171.53,197.122.179.5,Windows
user_6,1,2025-06-01 22:15:52.773095,151.95,81.20.16.65,MacOS
user_6,1,2025-03-23 02:25:43.891943,36.72,206.53.190.127,MacOS
user_6,1,2025-04-06 11:16:01.347537,255.57,13.249.246.134,
user_6,1,2025-03-03 07:49:14.074246,137.23,147.254.173.69,Windows
user_6,1,2024-12-31 22:24:39.776950,254.49,90.251.173.61,MacOS
user_6,1,2025-06-08 03:25:32.390361,62.57,196.92.129.192,Windows
user_6,1,2025-04-09 02:48:02.246337,220.81,95.138.38.115,iOS
user_6,1,2025-03-12 00:07:32.546645,44.56,144.188.207.168,Windows
user_6,1,2025-04-26 10:54:53.294278,281.17,74.184.249.24,Android
user_6,1,2025-05-07 02:50:13.585612,78.46,216.229.92.183,Android
user_6,1,,71.91,204.175.148.59,Windows
user_6,1,2025-01-31 04:58:40.405527,70.96,216.161.173.29,MacOS
user_6,1,2025-03-08 01:15:50.037333,207.93,204.126.36.48,MacOS
user_6,1,2025-01-11 02:23:41.021893,48.44,188.77.136.130,MacOS
user_6,1,2025-01-06 14:35:58.495895,,187.116.193.159,MacOS
user_7,1,2025-07-01 16:47:29.578775,95.68,63.239.169.159,iOS
user_7,1,2025-07-07 08:19:16.650672,208.82,50.133.62.33,iOS
user_7,1,2025-06-29 14:20:11.170873,251.45,,Windows
user_7,1,2025-07-02 02:50:00.862553,236.55,199.219.172.28,Android
user_7,1,2025-06-28 13:52:02.281863,113.14,162.159.66.32,Android
user_7,1,2025-06-28 07:36:49.521427,130.25,51.160.246.158,Android
user_7,1,2025-06-30 12:59:10.512928,255.51,7.162.112.83,MacOS
user_7,1,2025-07-11 09:32:42.024168,151.17,133.145.204.171,
user_7,1,2025-07-04 03:53:43.735690,258.27,131.44.174.201,MacOS
user_7,1,2025-07-05 07:53:43.971585,125.6,223.78.167.144,Windows
user_7,1,2025-07-07 21:52:39.014575,53.51,217.85.98.5,Windows
user_7,1,2025-07-12 15:46:04.176560,219.72,210.172.207.71,MacOS
user_7,1,2025-07-01 12:02:28.314128,61.84,103.161.202.39,MacOS
user_7,1,2025-07-05 21:09:04.213291,211.97,157.179.153.171,Windows
user_7,1,2025-07-03 15:33:22.513440,,208.217.202.140,iOS
user_7,1,2025-07-04 21:05:01.896702,63.34,95.177.32.76,Android
user_7,1,2025-07-01 08:27:35.553729,231.9,188.147.237.51,MacOS
user_7,1,2025-07-03 20:47:49.259118,166.68,4.13.90.221,Windows
user_7,1,2025-07-11 10:44:32.590019,294.12,8.248.49.102,Windows
user_7,1,2025-07-07 12:15:16.637482,95.92,55.82.143.179,MacOS
user_7,1,2025-07-05 06:36:06.020268,180.48,166.190.99.144,Windows
user_7,1,2025-07-09 19:22:14.490054,38.52,59.1.235.133,
user_8,1,2025-01-30 11:19:13.191345,183.67,220.20.124.114,Windows
user_8,1,2025-03-02 14:33:33.499038,112.49,133.13.131.84,Android
user_8,1,2025-05-26 04:34:07.091603,55.63,201.196.10.162,Android
user_8,1,2025-04-19 11:14:47.205075,47.69,134.247.249.71,Windows
user_8,1,2025-06-01 09:03:24.623941,180.45,87.52.23.108,Windows
user_8,1,2025-03-02 05:20:11.408722,223.18,219.184.173.92,Windows
user_8,1,2025-04-25 16:06:26.362726,82.62,188.0.92.237,Android
user_8,1,2024-11-12 20:30:30.956590,229.28,188.90.58.51,Windows
user_8,1,2025-01-30 01:12:08.713995,145.64,181.71.82.111,Windows
user_8,1,2025-04-25 16:03:58.397117,90.36,9.165.119.1,iOS
user_8,1,2025-05-16 19:14:09.587349,224.17,221.209.173.214,iOS
user_8,1,2025-05-13 16:34:39.222820,147.89,189.149.8.109,iOS
user_8,1,2024-12-15 01:56:34.571325,83.9,214.126.43.162,MacOS
user_8,1,2024-11-24 06:01:39.963325,188.25,176.49.170.58,MacOS
user_8,1,2025-05-02 06:06:34.132056,201.87,130.14.180.152,Android
user_8,1,2025-06-02 14:21:41.674034,164.97,175.105.78.20,MacOS
user_8,1,2025-01-07 09:45:06.783136,243.31,200.50.135.145,Windows
user_8,1,2025-02-12 11:50:05.476933,178.42,219.178.139.90,Windows
user_8,1,2025-01-06 18:14:13.883360,162.08,17.111.32.197,MacOS
user_8,1,2025-06-17 03:08:15.166714,280.06,168.251.197.146,iOS
user_8,1,2025-01-19 15:42:02.911462,216.2,157.59.118.181,iOS
user_8,1,2024-11-12 14:08:22.445780,101.71,84.96.175.20,Windows
user_8,1,2025-05-16 17:45:17.207316,76.5,212.163.255.190,iOS
user_8,1,2025-01-07 09:50:56.566678,218.13,22.36.248.218,Windows
user_8,1,,175.28,144.206.71.100,MacOS
user_8,1,2025-05-13 22:17:40.343872,113.01,211.116.221.121,iOS
user_8,1,2025-06-30 17:10:44.944415,43.02,150.146.209.164,iOS
user_8,1,2025-04-29 18:24:10.667635,168.62,63.172.90.152,Windows
user_8,1,2025-03-30 23:15:50.262207,85.75,123.68.91.28,MacOS
user_8,1,2025-03-01 15:14:51.853012,222.96,176.13.177.62,Windows
user_8,1,2025-06-13 13:07:18.764888,201.05,210.135.37.105,Android
user_8,1,2025-02-16 11:25:41.600157,203.83,163.201.157.107,iOS
user_8,1,2024-11-23 02:27:04.063565,216.04,200.156.33.201,Android
user_8,1,2024-11-15 16:44:22.957281,298.79,179.137.174.99,iOS
user_8,1,2025-05-23 20:31:09.834392,150.59,47.104.29.186,MacOS
user_8,1,2025-01-08 10:38:23.910857,89.92,198.121.129.171,iOS
user_8,1,2025-04-19 11:43:30.238056,263.76,146.215.128.235,Android
user_8,1,2025-02-15 14:35:57.409959,176.62,221.181.168.121,Android
user_8,1,2025-07-05 07:34:59.733383,12327.312239689505,140.66.214.123,MacOS
user_8,1,2025-03-23 11:49:02.627923,176.63,193.255.71.151,MacOS
user_9,1,2025-06-01 00:25:17.833605,112.31,160.174.151.241,MacOS
user_9,1,2025-07-08 11:28:02.069080,86.5,145.15.26.67,MacOS
user_9,1,2025-07-12 19:50:54.339687,126.08,160.187.30.230,Windows
user_9,1,2025-06-16 20:04:54.423622,105.1,164.237.142.164,iOS
user_9,1,2025-06-24 23:10:34.275095,162.7,180.129.221.141,Android
user_9,1,2025-06-27 16:15:09.199032,179.04,181.201.106.91,MacOS
user_9,1,2025-06-07 13:34:18.248163,265.68,207.21.20.77,iOS
user_9,1,2025-06-14 04:38:03.102905,238.24,106.72.236.101,Android
user_9,1,2025-06-26 04:19:03.399562,226.22,186.111.126.80,iOS
user_9,1,2025-06-21 06:31:02.342820,255.71,221.125.21.139,Android
user_9,1,2025-06-01 00:40:53.081720,80.77,196.0.217.225,Android
user_9,1,2025-06-13 09:18:39.222224,123.51,140.202.244.172,Android
user_9,1,2025-07-02 05:01:29.226847,12327.312239689505,101.135.51.211,Windows
user_9,1,2025-06-04 03:12:42.518226,196.29,87.173.128.207,Android
user_9,1,2025-06-04 17:27:15.752645,255.63,158.183.139.215,Android
user_9,1,2025-07-10 22:18:38.152446,78.37,212.43.205.182,Android
user_9,1,2025-06-17 16:34:58.100826,265.43,180.140.221.249,Windows
user_9,1,2025-06-14 20:53:42.725736,73.74,223.234.161.132,iOS
user_9,1,2025-07-04 07:44:11.991800,260.38,184.165.50.170,
user_9,1,2025-06-29 13:31:27.517334,130.93,223.237.73.70,MacOS
user_9,1,2025-06-13 03:25:16.429978,38.75,155.88.234.142,MacOS
user_9,1,2025-06-14 03:57:00.096674,158.57,185.90.224.21,iOS
user_9,1,2025-06-26 16:58:06.913677,39.39,141.86.158.44,iOS
user_9,1,2025-07-01 10:59:00.669351,118.4,210.75.113.42,iOS
user_9,1,2025-06-19 19:00:07.662532,209.51,203.109.119.61,MacOS
user_9,1,2025-06-29 23:13:45.845716,85.25,91.229.64.149,MacOS
user_9,1,2025-06-05 09:54:22.967480,65.34,73.217.196.142,Windows
user_9,1,2025-06-20 11:41:11.925752,167.52,205.90.111.8,Windows
user_9,1,2025-06-16 21:27:50.433193,245.45,205.17.2.121,iOS
user_10,1,2025-02-22 05:04:57.278406,210.77,60.84.153.23,MacOS
user_10,1,,77.85,221.236.39.214,MacOS
user_10,1,2025-05-17 00:34:35.091692,43.05,80.134.189.171,Windows
user_10,1,2025-06-03 23:20:07.034008,36.53,181.223.101.38,MacOS
user_10,1,2025-02-05 12:36:24.964314,51.82,55.153.12.157,iOS
user_10,1,2025-03-02 20:57:20.648144,158.05,217.123.61.30,MacOS
user_10,1,2025-04-25 15:05:33.185589,137.45,133.20.181.59,Windows
user_10,1,2025-04-30 15:24:23.017087,112.3,147.152.28.10,Android
user_10,1,2025-03-15 21:02:32.421430,76.67,81.144.194.146,Android
user_10,1,2025-07-01 14:36:56.437018,134.5,12.164.171.236,Android
user_10,1,2025-06-23 18:19:53.264632,154.13,220.113.55.198,Windows
user_10,1,2025-04-29 14:26:39.418305,186.15,152.47.133.75,iOS
user_10,1,2025-04-27 03:31:55.139987,260.38,70.236.253.106,iOS
user_10,1,2025-07-06 05:46:57.442805,268.92,183.89.208.203,Windows
user_10,1,,69.58,192.215.194.21,Android
user_10,1,2025-05-17 01:57:20.706502,188.62,182.67.238.188,Windows
user_10,1,2025-04-26 08:54:53.412207,201.7,217.249.74.238,Windows
user_10,1,2025-05-06 00:36:47.377481,178.73,31.197.202.64,iOS
user_10,1,2025-05-03 22:04:32.203361,262.82,176.231.97.105,MacOS
user_10,1,2025-03-30 01:40:48.809366,47.99,148.211.71.134,MacOS
user_10,1,2025-07-10 10:25:27.828586,167.17,197.145.231.154,Android
user_10,1,2025-02-03 15:02:56.897253,185.72,75.199.244.239,iOS
user_10,1,2025-04-25 05:30:04.659551,280.99,106.69.254.146,Windows
user_10,1,2025-02-19 11:39:25.333755,122.26,15.224.211.46,Android
user_10,1,2025-07-09 05:49:53.851480,127.09,220.155.175.32,Windows
user_10,1,2025-02-28 13:45:03.536779,199.44,116.19.163.120,iOS
user_10,1,2025-04-19 22:52:01.600588,252.97,194.137.204.241,Windows
user_10,1,2025-04-21 07:29:36.123095,,78.24.251.127,Windows
user_10,1,2025-06-30 03:14:57.776081,298.11,153.116.131.91,Android
user_10,1,2025-03-29 19:09:16.045560,94.31,201.221.107.36,iOS
user_10,1,2025-02-28 00:14:43.683008,33.77,208.250.194.176,Android
user_10,1,2025-05-19 22:28:21.034161,197.21,69.210.134.217,iOS
user_10,1,2025-03-27 06:46:08.412802,196.57,216.238.220.111,Windows
user_10,1,2025-03-20 02:21:47.922782,130.3,111.156.28.245,Android
user_10,1,,-10196.300127828366,28.151.101.21,iOS
user_10,1,2025-02-04 00:57:07.834111,244.89,195.35.37.27,Windows
user_10,1,2025-04-22 04:10:39.609197,121.75,183.3.61.111,MacOS
user_10,1,2025-04-30 12:27:53.066871,171.78,39.205.110.249,Android
user_10,1,2025-07-02 19:37:33.904956,245.58,222.253.8.206,Windows
user_10,1,2025-04-22 00:33:45.358306,120.33,147.113.111.6,MacOS
user_11,1,2025-02-15 04:08:00.542824,280.04,26.196.137.63,iOS
user_11,1,2024-09-19 12:30:25.865181,236.93,64.124.35.177,
user_11,1,2024-09-06 02:12:49.214445,66.78,218.91.82.192,Android
user_11,1,2024-09-04 10:36:08.578303,105.52,3.188.58.99,Windows
user_11,1,2024-12-26 08:41:36.693930,240.98,183.202.89.28,iOS
user_11,1,2025-01-17 16:50:50.901505,30.14,206.182.4.202,iOS
user_11,1,2025-01-23 01:03:31.817475,51.77,88.142.61.84,Android
user_11,1,2024-10-04 13:07:54.052253,49.21,65.14.128.208,MacOS
user_11,1,2024-12-16 08:40:35.898533,100.67,108.182.17.157,Windows
user_11,1,2024-11-07 01:48:44.134902,39.81,175.158.5.215,Windows
user_11,1,2025-01-15 16:04:35.410539,219.61,159.127.198.215,MacOS
user_11,1,2024-10-11 03:40:04.189513,227.73,156.84.15.4,iOS
user_11,1,2025-01-19 02:32:54.113693,237.66,203.147.175.250,iOS
user_11,1,2024-10-29 11:33:35.874024,291.32,219.83.230.1,iOS
user_11,1,2024-10-09 09:00:44.228199,117.74,31.219.231.211,iOS
user_11,1,2025-05-31 22:20:58.954695,241.14,119.171.125.162,
user_11,1,2024-11-18 01:56:59.875615,75.53,,Windows
user_11,1,2025-07-11 04:59:23.410955,166.77,103.16.26.36,MacOS
user_11,1,2024-07-22 03:10:22.186381,70.82,213.52.251.248,MacOS
user_11,1,2025-02-03 15:45:08.288722,173.35,158.41.130.21,Android
user_11,1,2025-04-26 05:25:52.234533,90.45,150.89.143.212,Android
user_11,1,2025-07-10 08:58:21.986898,63.53,5.102.124.73,
user_11,1,2025-02-01 06:31:25.475271,150.57,174.210.69.237,iOS
user_11,1,2025-02-24 10:52:26.956678,81.73,193.119.232.154,Android
user_11,1,2025-01-24 15:11:33.471131,267.16,140.56.83.174,MacOS
user_11,1,2024-11-29 03:36:51.988415,125.56,202.209.66.21,MacOS
